0,4.8118e-05
0.01001,48.118
0.02002,190.507
0.03003,425.364
0.04004,759.525
0.05005,1174.36
0.06006,1667.77
0.07007,2243.48
0.08008,2898.42
0.09009,3602.79
0.1001,4327.33
0.11011,5106.58
0.12012,5939.16
0.13013,6603.72
0.14014,7287.73
0.15015,8332.33
0.16016,8876.9
0.17017,9689.41
0.18018,10317.4
0.19019,11303.2
0.2002,11681.6
0.21021,12924.9
0.22022,11877
0.23023,11481.1
0.24024,11880.5
0.25025,12038.6
0.26026,11726.5
0.27027,11788.7
0.28028,11331.4
0.29029,9895.83
0.3003,8539.86
0.31031,7923.99
0.32032,6079.55
0.33033,4689.03
0.34034,3607.39
0.35035,2954.41
0.36036,2099.38
0.37037,1544.26
0.38038,1315.22
0.39039,1057.81
0.4004,863.497
0.41041,852.001
0.42042,843.037
0.43043,836.5
0.44044,821.777
0.45045,688.084
0.46046,614.211
0.47047,523.664
0.48048,418.156
0.49049,466.984
0.5005,465.225
0.51051,433.135
0.52052,421.327
0.53053,360.436
0.54054,340.553
0.55055,306.439
0.56056,355.409
0.57057,381.723
0.58058,381.507
0.59059,345.081
0.6006,339.481
0.61061,324.409
0.62062,312.055
0.63063,334.712
0.64064,315.525
0.65065,308.818
0.66066,292.94
0.67067,269.22
0.68068,208.376
0.69069,211.894
0.7007,235.908
0.71071,259.274
0.72072,228.598
0.73073,189.493
0.74074,156.205
0.75075,175.762
0.76076,188.192
0.77077,200.092
0.78078,214.06
0.79079,236.203
0.8008,248.903
0.81081,229.992
0.82082,186.369
0.83083,190.766
0.84084,178.381
0.85085,148.802
0.86086,141.175
0.87087,149.798
0.88088,134.941
0.89089,136.838
0.9009,150.358
0.91091,156.4
0.92092,158.462
0.93093,147.999
0.94094,137.73
0.95095,163.577
0.96096,143.626
0.97097,149.554
0.98098,127.004
0.99099,121.01
1.001,128.216
1.01101,112.81
1.02102,112.927
1.03103,124.129
1.04104,178.938
1.05105,144.106
1.06106,125.876
1.07107,121.325
1.08108,102.94
1.09109,107.724
1.1011,95.4263
1.11111,99.2236
1.12112,104.905
1.13113,94.6877
1.14114,102.562
1.15115,114.865
1.16116,128.296
1.17117,208.034
1.18118,157.34
1.19119,157.749
1.2012,167.383
1.21121,169.33
1.22122,200.37
1.23123,222.3
1.24124,226.054
1.25125,240.392
1.26126,193.668
1.27127,158.716
1.28128,158.527
1.29129,151.294
1.3013,179.191
1.31131,140.315
1.32132,134.867
1.33133,148.73
1.34134,153.189
1.35135,127.38
1.36136,119
1.37137,102.983
1.38138,106.705
1.39139,96.6065
1.4014,91.8099
1.41141,83.4123
1.42142,83.7149
1.43143,82.1222
1.44144,110.356
1.45145,76.3571
1.46146,65.4802
1.47147,66.8341
1.48148,75.9684
1.49149,83.1051
1.5015,55.6745
1.51151,47.7161
1.52152,43.8813
1.53153,52.1118
1.54154,55.6542
1.55155,55.8575
1.56156,47.7627
1.57157,47.4458
1.58158,35.125
1.59159,33.7984
1.6016,33.6742
1.61161,31.1803
