150
0
18.4706	11.9548	255	255	255
35.2084	32.2525	255	255	255
34.0633	39.5191	255	255	255
2.03676	13.2813	255	255	255
31.8983	16.777	255	255	255
18.5431	7.12979	255	255	255
25.1976	23.461	255	255	255
15.301	15.2691	255	255	255
37.0096	22.5697	255	255	255
22.1979	38.1625	255	255	255
30.2577	10.7871	255	255	255
23.5398	42.9594	255	255	255
40.8518	46.9212	255	255	255
44.5341	24.8368	255	255	255
25.8751	15.6935	255	255	255
11.4936	45.2773	255	255	255
28.1506	29.26	255	255	255
42.3461	28.3457	255	255	255
28.6396	26.3002	255	255	255
39.9458	28.7504	255	255	255
39.5511	40.029	255	255	255
29.4523	18.576	255	255	255
44.4425	30.2862	255	255	255
3.63043	4.61892	255	255	255
19.2912	25.7846	255	255	255
11.3248	39.9096	255	255	255
45.8275	43.5446	255	255	255
25.4034	33.3313	255	255	255
30.2556	34.6403	255	255	255
7.15316	35.9361	255	255	255
26.2937	42.3419	255	255	255
5.33952	16.8763	255	255	255
14.93	42.1471	255	255	255
12.4291	34.5205	255	255	255
43.8596	9.62966	255	255	255
42.6802	32.2164	255	255	255
41.791	42.1823	255	255	255
18.7177	34.6269	255	255	255
23.9328	40.3243	255	255	255
35.5489	20.3329	255	255	255
46.7146	47.9634	255	255	255
42.3885	22.4377	255	255	255
20.3669	3.40047	255	255	255
5.66297	42.2194	255	255	255
10.3883	15.8404	255	255	255
38.8968	26.728	255	255	255
25.91	17.857	255	255	255
39.7211	9.52312	255	255	255
34.7003	36.0525	255	255	255
35.9566	2.52117	255	255	255
22.1013	29.1337	255	255	255
43.2902	15.8195	255	255	255
13.455	45.7878	255	255	255
29.9367	23.5777	255	255	255
25.2855	6.54973	255	255	255
10.0902	42.8297	255	255	255
39.3994	16.1148	255	255	255
36.2172	42.8307	255	255	255
15.0791	47.7204	255	255	255
4.06077	26.9423	255	255	255
3.0556	35.7659	255	255	255
38.5501	30.9892	255	255	255
19.0251	20.2337	255	255	255
44.9765	38.7085	255	255	255
41.6007	36.6976	255	255	255
14.7598	24.1825	255	255	255
15.5671	10.3296	255	255	255
14.5846	28.9065	255	255	255
22.2997	44.7756	255	255	255
