20
0
56.0332	70.8311	255	255	255
127.176	66.4612	255	255	255
113.481	192.407	255	255	255
143.317	193.829	255	255	255
24.6104	136.337	255	255	255
49.1342	146.629	255	255	255
141.023	74.3358	255	255	255
175.584	63.6543	255	255	255
27.0094	107.739	255	255	255
37.9976	93.357	255	255	255
134.705	150.741	255	255	255
172.327	111.477	255	255	255
46.1963	197.121	255	255	255
104.983	164.037	255	255	255
24.3636	110.299	255	255	255
75.3622	123.346	255	255	255
34.6137	121.628	255	255	255
184.336	132.621	255	255	255
7.07649	11.6054	255	255	255
127.403	6.17579	255	255	255
20
0.001
56.0233	70.8295	255	255	255
127.167	66.4666	255	255	255
113.471	192.405	255	255	255
143.315	193.819	255	255	255
24.6121	136.347	255	255	255
49.1356	146.619	255	255	255
141.019	74.345	255	255	255
175.578	63.647	255	255	255
27.0002	107.735	255	255	255
37.9932	93.366	255	255	255
134.706	150.751	255	255	255
172.335	111.484	255	255	255
46.2062	197.122	255	255	255
104.976	164.03	255	255	255
24.3643	110.289	255	255	255
75.3679	123.354	255	255	255
34.6153	121.618	255	255	255
184.327	132.625	255	255	255
7.06965	11.5981	255	255	255
127.405	6.1855	255	255	255
20
0.002
56.0134	70.8278	255	255	255
127.159	66.472	255	255	255
113.461	192.403	255	255	255
143.314	193.809	255	255	255
24.6137	136.357	255	255	255
49.137	146.609	255	255	255
141.015	74.3543	255	255	255
175.571	63.6397	255	255	255
26.9909	107.731	255	255	255
37.9889	93.375	255	255	255
134.708	150.761	255	255	255
172.343	111.49	255	255	255
46.2161	197.123	255	255	255
104.969	164.023	255	255	255
24.3649	110.279	255	255	255
75.3736	123.363	255	255	255
34.6169	121.608	255	255	255
184.318	132.628	255	255	255
7.06281	11.5908	255	255	255
127.408	6.1952	255	255	255
20
0.003
56.0036	70.8262	255	255	255
127.151	66.4775	255	255	255
113.452	192.401	255	255	255
143.313	193.799	255	255	255
24.6154	136.367	255	255	255
49.1384	146.599	255	255	255
141.011	74.3635	255	255	255
175.564	63.6324	255	255	255
26.9817	107.728	255	255	255
37.9845	93.384	255	255	255
134.71	150.771	255	255	255
172.35	111.497	255	255	255
46.226	197.125	255	255	255
104.962	164.016	255	255	255
24.3656	110.269	255	255	255
75.3793	123.371	255	255	255
34.6186	121.598	255	255	255
184.309	132.632	255	255	255
7.05597	11.5835	255	255	255
127.41	6.20491	255	255	255
20
0.004
55.9937	70.8246	255	255	255
127.142	66.4829	255	255	255
113.442	192.398	255	255	255
143.312	193.789	255	255	255
24.617	136.376	255	255	255
49.1398	146.589	255	255	255
141.008	74.3727	255	255	255
175.557	63.625	255	255	255
26.9724	107.724	255	255	255
37.9802	93.393	255	255	255
134.711	150.781	255	255	255
172.358	111.503	255	255	255
46.2359	197.126	255	255	255
104.954	164.009	255	255	255
24.3663	110.259	255	255	255
75.385	123.379	255	255	255
34.6202	121.588	255	255	255
184.299	132.636	255	255	255
7.04912	11.5762	255	255	255
127.413	6.21461	255	255	255
20
0.005
55.9838	70.823	255	255	255
127.134	66.4883	255	255	255
113.432	192.396	255	255	255
143.31	193.779	255	255	255
24.6187	136.386	255	255	255
49.1413	146.579	255	255	255
141.004	74.382	255	255	255
175.55	63.6177	255	255	255
26.9632	107.72	255	255	255
37.9758	93.402	255	255	255
134.713	150.791	255	255	255
172.366	111.51	255	255	255
46.2458	197.128	255	255	255
104.947	164.002	255	255	255
24.367	110.249	255	255	255
75.3906	123.387	255	255	255
34.6218	121.578	255	255	255
184.29	132.64	255	255	255
7.04228	11.5689	255	255	255
127.415	6.22432	255	255	255
20
0.006
55.974	70.8213	255	255	255
127.125	66.4937	255	255	255
113.422	192.394	255	255	255
143.309	193.769	255	255	255
24.6204	136.396	255	255	255
49.1427	146.569	255	255	255
141	74.3912	255	255	255
175.544	63.6104	255	255	255
26.9539	107.716	255	255	255
37.9715	93.411	255	255	255
134.714	150.801	255	255	255
172.373	111.516	255	255	255
46.2557	197.129	255	255	255
104.94	163.995	255	255	255
24.3677	110.24	255	255	255
75.3963	123.396	255	255	255
34.6235	121.569	255	255	255
184.281	132.643	255	255	255
7.03544	11.5616	255	255	255
127.417	6.23402	255	255	255
20
0.007
55.9641	70.8197	255	255	255
127.117	66.4992	255	255	255
113.413	192.392	255	255	255
143.308	193.76	255	255	255
24.622	136.406	255	255	255
49.1441	146.559	255	255	255
140.996	74.4005	255	255	255
175.537	63.603	255	255	255
26.9447	107.712	255	255	255
37.9672	93.42	255	255	255
134.716	150.81	255	255	255
172.381	111.522	255	255	255
46.2656	197.13	255	255	255
104.933	163.988	255	255	255
24.3683	110.23	255	255	255
75.402	123.404	255	255	255
34.6251	121.559	255	255	255
184.272	132.647	255	255	255
7.0286	11.5543	255	255	255
127.42	6.24373	255	255	255
20
0.008
55.9542	70.8181	255	255	255
127.109	66.5046	255	255	255
113.403	192.389	255	255	255
143.306	193.75	255	255	255
24.6237	136.416	255	255	255
49.1455	146.549	255	255	255
140.992	74.4097	255	255	255
