0	5.05582e+09
0.01002	6.24059e+09
0.02004	6.24042e+09
0.03006	6.24918e+09
0.04008	6.28788e+09
0.0501	6.26995e+09
0.06012	6.25668e+09
0.07014	6.26613e+09
0.08016	6.27292e+09
0.09018	6.29679e+09
0.1002	6.27881e+09
0.11022	6.2762e+09
0.12024	6.34392e+09
0.13026	6.62114e+09
0.14028	6.63016e+09
0.1503	6.62803e+09
0.16032	6.70406e+09
0.17034	6.7162e+09
0.18036	6.71698e+09
0.19038	6.77226e+09
0.2004	6.7574e+09
0.21042	6.77791e+09
0.22044	6.83739e+09
0.23046	6.7765e+09
0.24048	6.83312e+09
0.2505	6.90652e+09
0.26052	6.89355e+09
0.27054	6.92952e+09
0.28056	6.93803e+09
0.29058	6.94481e+09
0.3006	6.90525e+09
0.31062	6.97098e+09
0.32064	6.97961e+09
0.33066	6.99708e+09
0.34068	7.00954e+09
0.3507	7.02612e+09
0.36072	7.02694e+09
0.37074	7.03848e+09
0.38076	7.06547e+09
0.39078	7.05552e+09
0.4008	7.03183e+09
0.41082	7.03109e+09
0.42084	7.03509e+09
0.43086	7.04505e+09
0.44088	7.01474e+09
0.4509	6.99314e+09
0.46092	7.00334e+09
0.47094	7.01324e+09
0.48096	7.00177e+09
0.49098	7.02001e+09
0.501	6.99312e+09
0.51102	6.97467e+09
0.52104	7.01108e+09
0.53106	6.98573e+09
0.54108	7.03329e+09
0.5511	7.03404e+09
0.56112	7.02165e+09
0.57114	7.03268e+09
0.58116	7.00928e+09
0.59118	7.05772e+09
0.6012	7.11473e+09
0.61122	7.11361e+09
0.62124	7.14954e+09
0.63126	7.20897e+09
0.64128	7.21993e+09
0.6513	7.24136e+09
0.66132	7.2527e+09
0.67134	7.21725e+09
0.68136	7.26175e+09
0.69138	7.28888e+09
0.7014	7.36015e+09
0.71142	7.35203e+09
0.72144	7.4306e+09
0.73146	7.46679e+09
0.74148	7.471e+09
0.7515	7.42846e+09
0.76152	7.48963e+09
0.77154	7.49366e+09
0.78156	7.50928e+09
0.79158	7.53123e+09
0.8016	7.51929e+09
0.81162	7.55098e+09
0.82164	7.56608e+09
0.83166	7.55797e+09
0.84168	7.55494e+09
0.8517	7.66427e+09
0.86172	7.67837e+09
0.87174	7.67677e+09
0.88176	7.66658e+09
0.89178	7.66499e+09
0.9018	7.68377e+09
0.91182	7.66166e+09
0.92184	7.71862e+09
0.93186	7.67032e+09
0.94188	7.80033e+09
0.9519	7.85056e+09
0.96192	7.86603e+09
0.97194	7.86046e+09
0.98196	7.87392e+09
0.99198	7.9171e+09
1.002	7.95768e+09
1.01202	7.92367e+09
1.02204	7.94437e+09
1.03206	7.8854e+09
1.04208	7.93044e+09
1.0521	7.93989e+09
1.06212	7.91954e+09
1.07214	7.96313e+09
1.08216	7.97361e+09
1.09218	7.93949e+09
1.1022	7.91654e+09
1.11222	7.93334e+09
1.12224	7.96546e+09
1.13226	7.95756e+09
1.14228	8.002e+09
1.1523	7.97717e+09
1.16232	7.94856e+09
1.17234	7.99466e+09
1.18236	8.07557e+09
1.19238	8.04817e+09
1.2024	8.04682e+09
1.21242	8.10967e+09
1.22244	8.16405e+09
1.23246	8.20735e+09
1.24248	8.194e+09
1.2525	8.20319e+09
1.26252	8.20325e+09
1.27254	8.1886e+09
1.28256	8.24977e+09
1.29258	8.30547e+09
1.3026	8.29141e+09
1.31262	8.32401e+09
1.32264	8.3699e+09
1.33266	8.39141e+09
1.34268	8.40352e+09
1.3527	8.41183e+09
1.36272	8.38744e+09
1.37274	8.3638e+09
1.38276	8.372e+09
1.39278	8.38904e+09
1.4028	8.43607e+09
1.41282	8.45679e+09
1.42284	8.43557e+09
1.43286	8.50796e+09
1.44288	8.54694e+09
1.4529	8.54272e+09
1.46292	8.56607e+09
1.47294	8.58365e+09
