151
0
1	0.435272	0.742548	255	255	255	0.013936	-0	0
2	0.158682	0.547995	255	255	255	0.0120105	0	0
3	0.220816	0.781432	255	255	255	0.0118997	0	-0
4	0.10632	0.296951	255	255	255	0.0148597	-0	-0
5	0.466684	0.445017	255	255	255	0.01016	-0	-0
6	0.147904	0.226625	255	255	255	0.011796	0	-0
7	0.404506	0.155059	255	255	255	0.012925	0	-0
8	0.116456	0.121182	255	255	255	0.0126787	0	0
9	0.158376	0.300317	255	255	255	0.0149547	0	0
10	0.0639693	0.363843	255	255	255	0.0108901	0	0
12	0.339252	0.787396	255	255	255	0.0139313	-0	-0
14	0.0861263	0.833318	255	255	255	0.011104	0	-0
15	0.340535	0.656647	255	255	255	0.0108719	0	0
16	0.265092	0.692579	255	255	255	0.0125184	-0	0
17	0.278081	0.410755	255	255	255	0.0125247	0	-0
18	0.339156	0.451149	255	255	255	0.0125406	-0	-0
19	0.184607	0.157342	255	255	255	0.011047	-0	0
20	0.471824	0.573612	255	255	255	0.0135387	0	0
21	0.436367	0.555755	255	255	255	0.0144772	0	0
22	0.28935	0.72997	255	255	255	0.0104166	0	-0
23	0.340574	0.266972	255	255	255	0.0143958	-0	-0
24	0.185812	0.758302	255	255	255	0.0105514	0	0
26	0.20128	0.54186	255	255	255	0.0122879	0	-0
27	0.129725	0.590427	255	255	255	0.0125632	0	-0
29	0.379122	0.759067	255	255	255	0.0146043	-0	-0
30	0.174378	0.708797	255	255	255	0.0140139	-0	-0
31	0.279637	0.77938	255	255	255	0.0134053	0	-0
32	0.168725	0.472965	255	255	255	0.0148831	0	-0
33	0.034164	0.260545	255	255	255	0.0103075	0	0
34	0.124356	0.196251	255	255	255	0.0111629	0	-0
35	0.306265	0.688275	255	255	255	0.0101289	-0	-0
36	0.196999	0.583698	255	255	255	0.0148855	0	0
37	0.0220113	0.733788	255	255	255	0.0139314	0	0
38	0.0425293	0.0939825	255	255	255	0.0107221	0	-0
40	0.355239	0.510973	255	255	255	0.0107904	0	-0
41	0.331061	0.581499	255	255	255	0.013028	-0	-0
42	0.433444	0.377708	255	255	255	0.0115496	-0	0
44	0.328613	0.333462	255	255	255	0.0146447	-0	-0
45	0.305556	0.499672	255	255	255	0.0115546	-0	0
47	0.315513	0.396908	255	255	255	0.0115537	-0	0
48	0.182034	0.807268	255	255	255	0.0134483	0	-0
49	0.258241	0.551384	255	255	255	0.0132672	-0	0
50	0.459665	0.0974178	255	255	255	0.0111538	0	-0
54	0.1295	0.744335	255	255	255	0.0145032	0	-0
56	0.375991	0.664662	255	255	255	0.0136817	0	0
59	0.243754	0.292397	255	255	255	0.0134912	-0	0
60	0.223986	0.470673	255	255	255	0.012417	-0	0
61	0.256605	0.491927	255	255	255	0.0111784	-0	-0
62	0.396482	0.115033	255	255	255	0.0131805	-0	0
63	0.449568	0.814859	255	255	255	0.0126803	-0	-0
66	0.22975	0.846984	255	255	255	0.0131236	0	0
67	0.231493	0.702768	255	255	255	0.0109702	-0	0
68	0.217398	0.116598	255	255	255	0.011493	-0	0
69	0.144316	0.635735	255	255	255	0.0118016	-0	0
70	0.0224102	0.321921	255	255	255	0.0117667	-0	-0
72	0.455627	0.270583	255	255	255	0.0145336	-0	-0
74	0.134928	0.841347	255	255	255	0.0139651	-0	-0
75	0.380518	0.337234	255	255	255	0.0129912	-0	-0
77	0.293111	0.837719	255	255	255	0.0112282	-0	-0
80	0.0740601	0.245833	255	255	255	0.0146927	-0	-0
83	0.276819	0.25404	255	255	255	0.0128568	-0	0
85	0.440206	0.144433	255	255	255	0.0113367	-0	0
87	0.214504	0.634375	255	255	255	0.0133563	0	0
89	0.452445	0.412404	255	255	255	0.0142388	0	-0
90	0.0275515	0.784251	255	255	255	0.0114293	0	0
91	0.13419	0.42307	255	255	255	0.0123268	-0	-0
93	0.388288	0.592	255	255	255	0.0134166	-0	-0
95	0.404988	0.258536	255	255	255	0.0146506	-0	0
96	0.015969	0.555939	255	255	255	0.0144278	-0	-0
102	0.0611942	0.740481	255	255	255	0.0147637	-0	0
104	0.450117	0.647017	255	255	255	0.0137496	-0	0
106	0.129876	0.670815	255	255	255	0.0146628	-0	0
107	0.29124	0.610843	255	255	255	0.0116419	-0	0
108	0.354512	0.146315	255	255	255	0.0122047	-0	0
110	0.056119	0.145174	255	255	255	0.0111953	-0	-0
111	0.0628424	0.449105	255	255	255	0.0139397	0	0
123	0.121671	0.549899	255	255	255	0.0120983	-0	-0
127	0.398205	0.489267	255	255	255	0.0113419	0	-0
128	0.0183014	0.11707	255	255	255	0.0103614	0	0
129	0.247282	0.651231	255	255	255	0.0104013	0	0
135	0.187964	0.241601	255	255	255	0.0107912	0	-0
142	0.179773	0.649488	255	255	255	0.0103871	-0	-0
146	0.097593	0.509958	255	255	255	0.0131137	-0	-0
149	0.283654	0.333071	255	255	255	0.0147849	-0	-0
154	0.418039	0.518272	255	255	255	0.0106201	-0	-0
158	0.0554162	0.199344	255	255	255	0.0127268	-0	0
172	0.0572791	0.403438	255	255	255	0.0131548	-0	-0
180	0.140025	0.354796	255	255	255	0.0136686	-0	-0
185	0.0901163	0.17884	255	255	255	0.014666	0	-0
187	0.274911	0.167762	255	255	255	0.0106527	0	0
193	0.411536	0.425329	255	255	255	0.0125075	-0	0
196	0.248364	0.604874	255	255	255	0.0141347	-0	-0
213	0.249644	0.200967	255	255	255	0.0132696	-0	-0
228	0.280262	0.128555	255	255	255	0.012452	-0	0
229	0.0686267	0.669691	255	255	255	0.0137451	-0	0
230	0.469916	0.506397	255	255	255	0.0120444	0	0
242	0.434634	0.19802	255	255	255	0.0104419	0	-0
250	0.309694	0.536309	255	255	255	0.0102034	0	-0
252	0.099017	0.695968	255	255	255	0.011141	-0	0
265	0.342988	0.107868	255	255	255	0.0107524	-0	0
266	0	0.08	0	255	0	0.01	0	0
267	0.01	0.08	0	255	0	0.01	0	0
268	0.02	0.08	0	255	0	0.01	0	0
269	0.03	0.08	0	255	0	0.01	0	0
270	0.04	0.08	0	255	0	0.01	0	0
271	0.05	0.08	0	255	0	0.01	0	0
272	0.06	0.08	0	255	0	0.01	0	0
273	0.07	0.08	0	255	0	0.01	0	0
274	0.08	0.08	0	255	0	0.01	0	0
275	0.09	0.08	0	255	0	0.01	0	0
276	0.1	0.08	0	255	0	0.01	0	0
277	0.11	0.08	0	255	0	0.01	0	0
278	0.12	0.08	0	255	0	0.01	0	0
279	0.13	0.08	0	255	0	0.01	0	0
280	0.14	0.08	0	255	0	0.01	0	0
281	0.15	0.08	0	255	0	0.01	0	0
282	0.16	0.08	0	255	0	0.01	0	0
283	0.17	0.08	0	255	0	0.01	0	0
284	0.18	0.08	0	255	0	0.01	0	0
285	0.19	0.08	0	255	0	0.01	0	0
286	0.2	0.08	0	255	0	0.01	0	0
287	0.21	0.08	0	255	0	0.01	0	0
288	0.22	0.08	0	255	0	0.01	0	0
289	0.23	0.08	0	255	0	0.01	0	0
290	0.27	0.08	0	255	0	0.01	0	0
291	0.28	0.08	0	255	0	0.01	0	0
292	0.29	0.08	0	255	0	0.01	0	0
293	0.3	0.08	0	255	0	0.01	0	0
294	0.31	0.08	0	255	0	0.01	0	0
295	0.32	0.08	0	255	0	0.01	0	0
296	0.33	0.08	0	255	0	0.01	0	0
297	0.34	0.08	0	255	0	0.01	0	0
298	0.35	0.08	0	255	0	0.01	0	0
299	0.36	0.08	0	255	0	0.01	0	0
300	0.37	0.08	0	255	0	0.01	0	0
301	0.38	0.08	0	255	0	0.01	0	0
302	0.39	0.08	0	255	0	0.01	0	0
303	0.4	0.08	0	255	0	0.01	0	0
304	0.41	0.08	0	255	0	0.01	0	0
305	0.42	0.08	0	255	0	0.01	0	0
306	0.43	0.08	0	255	0	0.01	0	0
307	0.44	0.08	0	255	0	0.01	0	0
308	0.45	0.08	0	255	0	0.01	0	0
309	0.46	0.08	0	255	0	0.01	0	0
310	0.47	0.08	0	255	0	0.01	0	0
311	0.48	0.08	0	255	0	0.01	0	0
312	0.49	0.08	0	255	0	0.01	0	0
313	0	0	0	255	0	0.01	0	0
314	0.5	0	0	255	0	0.01	0	0
315	0	0.88	0	255	0	0.01	0	0
316	0.5	0.88	0	255	0	0.01	0	0
151
0.010001
1	0.435272	0.742057	255	255	255	0.013936	6.00632e-18	-0.0980906
2	0.158682	0.547505	255	255	255	0.0120105	6.00632e-18	-0.0980906
3	0.220816	0.780942	255	255	255	0.0118997	6.00632e-18	-0.0980906
4	0.10632	0.296461	255	255	255	0.0148597	6.00628e-18	-0.0980901
5	0.466684	0.444527	255	255	255	0.01016	6.00628e-18	-0.0980901
6	0.147904	0.226134	255	255	255	0.011796	6.00628e-18	-0.0980901
7	0.404506	0.154568	255	255	255	0.012925	6.00628e-18	-0.0980901
8	0.116456	0.120692	255	255	255	0.0126787	6.00629e-18	-0.0980902
9	0.158376	0.299827	255	255	255	0.0149547	6.00628e-18	-0.0980901
10	0.0639693	0.363352	255	255	255	0.0108901	6.00628e-18	-0.0980901
12	0.339252	0.786905	255	255	255	0.0139313	6.00632e-18	-0.0980906
14	0.0861263	0.832827	255	255	255	0.011104	6.00632e-18	-0.0980906
15	0.340535	0.656156	255	255	255	0.0108719	6.00632e-18	-0.0980906
16	0.265092	0.692089	255	255	255	0.0125184	6.00632e-18	-0.0980906
17	0.278081	0.410264	255	255	255	0.0125247	6.00628e-18	-0.0980901
18	0.339156	0.450659	255	255	255	0.0125406	6.00628e-18	-0.0980901
19	0.184607	0.156852	255	255	255	0.011047	6.00628e-18	-0.0980901
20	0.471824	0.573121	255	255	255	0.0135387	6.00632e-18	-0.0980906
21	0.436367	0.555265	255	255	255	0.0144772	6.00632e-18	-0.0980906
22	0.28935	0.72948	255	255	255	0.0104166	6.00632e-18	-0.0980906
23	0.340574	0.266482	255	255	255	0.0143958	6.00628e-18	-0.0980901
24	0.185812	0.757811	255	255	255	0.0105514	6.00632e-18	-0.0980906
26	0.20128	0.541369	255	255	255	0.0122879	6.00632e-18	-0.0980906
27	0.129725	0.589937	255	255	255	0.0125632	6.00632e-18	-0.0980906
29	0.379122	0.758577	255	255	255	0.0146043	6.00632e-18	-0.0980906
30	0.174378	0.708306	255	255	255	0.0140139	6.00632e-18	-0.0980906
31	0.279637	0.778889	255	255	255	0.0134053	6.00632e-18	-0.0980906
32	0.168725	0.472475	255	255	255	0.0148831	6.00628e-18	-0.0980901
33	0.034164	0.260055	255	255	255	0.0103075	6.00628e-18	-0.0980901
34	0.124356	0.195761	255	255	255	0.0111629	6.00628e-18	-0.0980901
35	0.306265	0.687784	255	255	255	0.0101289	6.00632e-18	-0.0980906
36	0.196999	0.583208	255	255	255	0.0148855	6.00632e-18	-0.0980906
37	0.0220113	0.733297	255	255	255	0.0139314	6.00632e-18	-0.0980906
38	0.0425293	0.093492	255	255	255	0.0107221	6.00629e-18	-0.0980902
40	0.355239	0.510483	255	255	255	0.0107904	6.00632e-18	-0.0980906
41	0.331061	0.581009	255	255	255	0.013028	6.00632e-18	-0.0980906
42	0.433444	0.377217	255	255	255	0.0115496	6.00628e-18	-0.0980901
44	0.328613	0.332972	255	255	255	0.0146447	6.00628e-18	-0.0980901
45	0.305556	0.499182	255	255	255	0.0115546	6.00628e-18	-0.0980901
47	0.315513	0.396417	255	255	255	0.0115537	6.00628e-18	-0.0980901
48	0.182034	0.806778	255	255	255	0.0134483	6.00632e-18	-0.0980906
49	0.258241	0.550893	255	255	255	0.0132672	6.00632e-18	-0.0980906
50	0.459665	0.0969273	255	255	255	0.0111538	6.00629e-18	-0.0980902
54	0.1295	0.743845	255	255	255	0.0145032	6.00632e-18	-0.0980906
56	0.375991	0.664172	255	255	255	0.0136817	6.00632e-18	-0.0980906
59	0.243754	0.291906	255	255	255	0.0134912	6.00628e-18	-0.0980901
60	0.223986	0.470182	255	255	255	0.012417	6.00628e-18	-0.0980901
61	0.256605	0.491436	255	255	255	0.0111784	6.00628e-18	-0.0980901
62	0.396482	0.114542	255	255	255	0.0131805	6.00629e-18	-0.0980902
63	0.449568	0.814369	255	255	255	0.0126803	6.00632e-18	-0.0980906
66	0.22975	0.846493	255	255	255	0.0131236	6.00632e-18	-0.0980906
67	0.231493	0.702278	255	255	255	0.0109702	6.00632e-18	-0.0980906
68	0.217398	0.116107	255	255	255	0.011493	6.00629e-18	-0.0980902
69	0.144316	0.635245	255	255	255	0.0118016	6.00632e-18	-0.0980906
70	0.0224102	0.32143	255	255	255	0.0117667	6.00628e-18	-0.0980901
72	0.455627	0.270093	255	255	255	0.0145336	6.00628e-18	-0.0980901
74	0.134928	0.840857	255	255	255	0.0139651	6.00632e-18	-0.0980906
75	0.380518	0.336744	255	255	255	0.0129912	6.00628e-18	-0.0980901
77	0.293111	0.837229	255	255	255	0.0112282	6.00632e-18	-0.0980906
80	0.0740601	0.245342	255	255	255	0.0146927	6.00628e-18	-0.0980901
83	0.276819	0.25355	255	255	255	0.0128568	6.00628e-18	-0.0980901
85	0.440206	0.143943	255	255	255	0.0113367	6.00628e-18	-0.0980901
87	0.214504	0.633884	255	255	255	0.0133563	6.00632e-18	-0.0980906
89	0.452445	0.411913	255	255	255	0.0142388	6.00628e-18	-0.0980901
90	0.0275515	0.783761	255	255	255	0.0114293	6.00632e-18	-0.0980906
91	0.13419	0.42258	255	255	255	0.0123268	6.00628e-18	-0.0980901
93	0.388288	0.591509	255	255	255	0.0134166	6.00632e-18	-0.0980906
95	0.404988	0.258046	255	255	255	0.0146506	6.00628e-18	-0.0980901
96	0.015969	0.555448	255	255	255	0.0144278	6.00632e-18	-0.0980906
102	0.0611942	0.73999	255	255	255	0.0147637	6.00632e-18	-0.0980906
104	0.450117	0.646527	255	255	255	0.0137496	6.00632e-18	-0.0980906
106	0.129876	0.670325	255	255	255	0.0146628	6.00632e-18	-0.0980906
107	0.29124	0.610353	255	255	255	0.0116419	6.00632e-18	-0.0980906
108	0.354512	0.145825	255	255	255	0.0122047	6.00628e-18	-0.0980901
110	0.056119	0.144684	255	255	255	0.0111953	6.00628e-18	-0.0980901
111	0.0628424	0.448615	255	255	255	0.0139397	6.00628e-18	-0.0980901
123	0.121671	0.549408	255	255	255	0.0120983	6.00632e-18	-0.0980906
127	0.398205	0.488777	255	255	255	0.0113419	6.00628e-18	-0.0980901
128	0.0183014	0.116579	255	255	255	0.0103614	6.00629e-18	-0.0980902
129	0.247282	0.65074	255	255	255	0.0104013	6.00632e-18	-0.0980906
135	0.187964	0.241111	255	255	255	0.0107912	6.00628e-18	-0.0980901
142	0.179773	0.648997	255	255	255	0.0103871	6.00632e-18	-0.0980906
146	0.097593	0.509467	255	255	255	0.0131137	6.00632e-18	-0.0980906
149	0.283654	0.33258	255	255	255	0.0147849	6.00628e-18	-0.0980901
154	0.418039	0.517781	255	255	255	0.0106201	6.00632e-18	-0.0980906
158	0.0554162	0.198853	255	255	255	0.0127268	6.00628e-18	-0.0980901
172	0.0572791	0.402948	255	255	255	0.0131548	6.00628e-18	-0.0980901
180	0.140025	0.354305	255	255	255	0.0136686	6.00628e-18	-0.0980901
185	0.0901163	0.17835	255	255	255	0.014666	6.00628e-18	-0.0980901
187	0.274911	0.167271	255	255	255	0.0106527	6.00628e-18	-0.0980901
193	0.411536	0.424839	255	255	255	0.0125075	6.00628e-18	-0.0980901
196	0.248364	0.604383	255	255	255	0.0141347	6.00632e-18	-0.0980906
213	0.249644	0.200477	255	255	255	0.0132696	6.00628e-18	-0.0980901
228	0.280262	0.128064	255	255	255	0.012452	6.00628e-18	-0.0980901
229	0.0686267	0.6692	255	255	255	0.0137451	6.00632e-18	-0.0980906
230	0.469916	0.505906	255	255	255	0.0120444	6.00632e-18	-0.0980906
242	0.434634	0.19753	255	255	255	0.0104419	6.00628e-18	-0.0980901
250	0.309694	0.535819	255	255	255	0.0102034	6.00632e-18	-0.0980906
252	0.099017	0.695477	255	255	255	0.011141	6.00632e-18	-0.0980906
265	0.342988	0.107378	255	255	255	0.0107524	6.00629e-18	-0.0980902
266	0	0.08	0	255	0	0.01	0	0
267	0.01	0.08	0	255	0	0.01	0	0
268	0.02	0.08	0	255	0	0.01	0	0
269	0.03	0.08	0	255	0	0.01	0	0
270	0.04	0.08	0	255	0	0.01	0	0
271	0.05	0.08	0	255	0	0.01	0	0
272	0.06	0.08	0	255	0	0.01	0	0
273	0.07	0.08	0	255	0	0.01	0	0
274	0.08	0.08	0	255	0	0.01	0	0
275	0.09	0.08	0	255	0	0.01	0	0
276	0.1	0.08	0	255	0	0.01	0	0
277	0.11	0.08	0	255	0	0.01	0	0
278	0.12	0.08	0	255	0	0.01	0	0
279	0.13	0.08	0	255	0	0.01	0	0
280	0.14	0.08	0	255	0	0.01	0	0
281	0.15	0.08	0	255	0	0.01	0	0
282	0.16	0.08	0	255	0	0.01	0	0
283	0.17	0.08	0	255	0	0.01	0	0
284	0.18	0.08	0	255	0	0.01	0	0
285	0.19	0.08	0	255	0	0.01	0	0
286	0.2	0.08	0	255	0	0.01	0	0
287	0.21	0.08	0	255	0	0.01	0	0
288	0.22	0.08	0	255	0	0.01	0	0
289	0.23	0.08	0	255	0	0.01	0	0
290	0.27	0.08	0	255	0	0.01	0	0
291	0.28	0.08	0	255	0	0.01	0	0
292	0.29	0.08	0	255	0	0.01	0	0
293	0.3	0.08	0	255	0	0.01	0	0
294	0.31	0.08	0	255	0	0.01	0	0
295	0.32	0.08	0	255	0	0.01	0	0
296	0.33	0.08	0	255	0	0.01	0	0
297	0.34	0.08	0	255	0	0.01	0	0
298	0.35	0.08	0	255	0	0.01	0	0
299	0.36	0.08	0	255	0	0.01	0	0
